Java HotSpot(TM) 64-Bit Server VM (25.162-b12) for linux-amd64 JRE (1.8.0_162-b12), built on Dec 19 2017 21:15:48 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
2018-06-02T21:32:06.669+0800: 30.466: [GC (Allocation Failure) [PSYoungGen: 490976K->448K(467968K)] 508885K->18685K(551424K), 0.0022895 secs] [Times: user=0.01 sys=0.01, real=0.01 secs] 
2018-06-02T21:32:06.917+0800: 30.714: [GC (Allocation Failure) [PSYoungGen: 467904K->384K(446976K)] 486141K->18933K(530432K), 0.0020436 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:07.151+0800: 30.948: [GC (Allocation Failure) [PSYoungGen: 446336K->320K(425984K)] 464885K->19173K(509440K), 0.0029864 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:07.370+0800: 31.167: [GC (Allocation Failure) [PSYoungGen: 425792K->448K(407040K)] 444645K->19589K(490496K), 0.0017358 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:07.577+0800: 31.373: [GC (Allocation Failure) [PSYoungGen: 406464K->448K(388096K)] 425605K->19869K(471552K), 0.0014671 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:07.766+0800: 31.563: [GC (Allocation Failure) [PSYoungGen: 388032K->288K(370688K)] 407453K->19973K(454144K), 0.0017263 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:07.988+0800: 31.785: [GC (Allocation Failure) [PSYoungGen: 369952K->448K(353280K)] 389637K->20389K(436736K), 0.0016660 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:08.169+0800: 31.965: [GC (Allocation Failure) [PSYoungGen: 353216K->256K(337920K)] 373157K->20437K(421376K), 0.0014975 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:08.337+0800: 32.133: [GC (Allocation Failure) [PSYoungGen: 337152K->256K(322048K)] 357333K->20677K(405504K), 0.0020066 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:08.498+0800: 32.295: [GC (Allocation Failure) [PSYoungGen: 321792K->256K(308224K)] 342213K->20909K(391680K), 0.0016709 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:08.652+0800: 32.448: [GC (Allocation Failure) [PSYoungGen: 307456K->256K(293888K)] 328109K->21133K(377344K), 0.0011997 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:08.795+0800: 32.592: [GC (Allocation Failure) [PSYoungGen: 293632K->256K(281600K)] 314509K->21341K(365056K), 0.0012163 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:08.962+0800: 32.759: [GC (Allocation Failure) [PSYoungGen: 280832K->256K(268800K)] 301917K->21525K(352256K), 0.0013153 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
